id,Titel,Nachname,Vornamen,Geburtsjahr,Gruppenname,WahlkreisNr,LandId,Listenplatz,Jahr
0.0,,Abaga Ayingono,Carlos,1953.0,EB: Abaga Ayingono,129,,,2017.0
1.0,,Abdinghoff-Feldkemper,Olaf,1964.0,SPD,,NI,33,2017.0
2.0,,Abel,Valentin Christian,1991.0,FDP,268,BW,23,2017.0
3.0,,Abelmann,Jürgen,1958.0,DIE LINKE,033,,,2017.0
4.0,Dr.,von Abercron,Michael,1952.0,CDU,007,SH,10,2017.0
5.0,,Abmayr,Ruth Maria,1968.0,FREIE WÄHLER,252,BY,22,2017.0
6.0,,Achelwilm,Doris Maria,1976.0,DIE LINKE,,HB,1,2017.0
7.0,,Achenbach,Ulrich,1954.0,MLPD,,NW,19,2017.0
8.0,,Achilles,Matthias,1991.0,PIRATEN,087,,,2017.0
9.0,,Achtziger,Alina Christiane,1999.0,Die PARTEI,,BY,3,2017.0
10.0,,Acker,Reinmund Adam Johannes,1949.0,BGE,,BY,1,2017.0
11.0,Dr.,Ackermann,Lothar,1953.0,FDP,201,RP,11,2017.0
12.0,,Ackmann,Petra,1966.0,SPD,,HH,9,2017.0
13.0,,Adamski,Klaus Jürgen,1952.0,MLPD,,HH,10,2017.0
14.0,,Adamski,Yvonne,1978.0,MLPD,121,,,2017.0
15.0,,Adelsberger,Eric,1990.0,Die PARTEI,014,MV,1,2017.0
16.0,,Affani,Nadia,1976.0,SPD,,NI,34,2017.0
17.0,,Agena,Garrelt Itzen,1955.0,GRÜNE,024,NI,14,2017.0
18.0,,Aggelidis,Grigorios,1965.0,FDP,043,NI,3,2017.0
19.0,,Agu,Diyar,1999.0,DIE LINKE,099,NW,24,2017.0
20.0,,Ahrends,Marco,1982.0,Die PARTEI,,BE,41,2017.0
21.0,,Ahrens,Martin,1977.0,SPD,,SH,13,2017.0
22.0,,Ahrens,Petra,1969.0,DM,,BY,5,2017.0
23.0,,Ahrens,Thorsten,1968.0,DIE LINKE,157,,,2017.0
24.0,,Aicher,Julian,1958.0,ÖDP,,BW,9,2017.0
25.0,,Aiwanger,Hubert,1971.0,FREIE WÄHLER,228,BY,1,2017.0
26.0,,Akbulut,Gökay,1982.0,DIE LINKE,275,BW,3,2017.0
27.0,,Akcur,Mehmet,1975.0,DiB,,NI,3,2017.0
28.0,,Aktürk,Erhan,1965.0,MLPD,,NW,2,2017.0
29.0,,Al Basri,Saif,1989.0,Gesundheitsforschung,,NW,3,2017.0
30.0,,Al Dailami,Ali Abass Yahya,1981.0,DIE LINKE,173,,,2017.0
31.0,Dr.,Albach,Rolf William,1963.0,FDP,101,NW,26,2017.0
32.0,,Albani,Stephan,1968.0,CDU,027,NI,6,2017.0
33.0,,Albers,Bernhard,1969.0,BGE,,BW,5,2017.0
34.0,,Albert,Joachim,1958.0,FREIE WÄHLER,,RP,20,2017.0
35.0,,Alberti,Manfred,1947.0,Die PARTEI,,HH,19,2017.0
36.0,,Albrecht,Frank,1967.0,FDP,116,NW,22,2017.0
37.0,Prof.,Albrecht,Erich Willy,1950.0,AfD,,HE,19,2017.0
38.0,,Albsteiger,Katrin,1983.0,CSU,,BY,29,2017.0
39.0,,Aldenhoven,Christina Flora,1983.0,ÖDP,,NW,3,2017.0
40.0,,Alff,Daniel,1977.0,SPD,,MV,8,2017.0
41.0,,Al-Hassan,Fares,1978.0,B*,083,,,2017.0
42.0,,Alias,Mazhar Hasan,1974.0,MLPD,125,NW,13,2017.0
43.0,,Allgayer-Reetze,Patricia Erika,1956.0,AfD,,NI,18,2017.0
44.0,,Alloussi,Dyria,1980.0,du.,,BE,4,2017.0
45.0,,Alscher,Sebastian,1976.0,PIRATEN,183,HE,1,2017.0
46.0,,Alt,Renata,1965.0,FDP,262,BW,7,2017.0
47.0,,Altenkamp,Norbert Maria,1972.0,CDU,181,HE,21,2017.0
48.0,,Altmaier,Peter,1958.0,CDU,297,SL,1,2017.0
49.0,,Altmann,Peter,1969.0,Die PARTEI,,BW,13,2017.0
50.0,,Amann,Harold,1967.0,BP,,BY,2,2017.0
51.0,,Amann,Dieter,1962.0,AfD,278,,,2017.0
52.0,,Ametsbichler,Tobias,1970.0,DiB,,BY,8,2017.0
53.0,,Ammermann,Rainer,1971.0,BGE,,HH,1,2017.0
54.0,,Amoozegar,Nick Papak,1990.0,DIE LINKE,174,HE,6,2017.0
55.0,,Amthor,Philipp,1992.0,CDU,016,MV,6,2017.0
56.0,,Amtsberg,Luise,1984.0,GRÜNE,005,SH,1,2017.0
57.0,,Anders,Kathrin,1982.0,GRÜNE,177,,,2017.0
58.0,,Anderson,Christine,1968.0,AfD,178,HE,12,2017.0
59.0,,Andre,Harald,1949.0,MLPD,258,BW,4,2017.0
60.0,,Andreae,Kerstin,1968.0,GRÜNE,281,BW,1,2017.0
61.0,,Andrejewski,Michael,1959.0,NPD,016,MV,2,2017.0
62.0,,Angenendt,Jürgen,1958.0,SPD,,NW,71,2017.0
63.0,,von Angern,Eva,1976.0,DIE LINKE,069,ST,5,2017.0
64.0,,Angerstein,Nicole,1973.0,MG,,ST,2,2017.0
65.0,,Prinz von Anhalt Dessau,Constantin Leopold,1947.0,AfD,223,,,2017.0
66.0,,Anhorn,Jens,1980.0,AfD,,BW,15,2017.0
67.0,,Annen,Niels,1973.0,SPD,020,HH,4,2017.0
68.0,,Anschütz,Elisabeth,1962.0,GRÜNE,097,NW,27,2017.0
69.0,,Ansin,Rebecca,1989.0,Die PARTEI,,BW,19,2017.0
70.0,,Anspach-Papa,Kornelia,1961.0,CDU,,SL,6,2017.0
71.0,,Antrup,Carsten,1969.0,FDP,128,NW,27,2017.0
72.0,,Apel,Rainer Karl-Heinz Hans-Helmut,1948.0,BüSo,,HE,5,2017.0
73.0,Dr.,Appelt,Andreas Michael Otto,1951.0,AfD,148,,,2017.0
74.0,,Applegate,Philipp,1988.0,DIE LINKE,,NW,28,2017.0
75.0,,Appoh,Mark Adrian,1985.0,BGE,,HE,4,2017.0
76.0,,Araki,Chaker,1972.0,MLPD,078,BE,2,2017.0
77.0,,Archner,Roman,1980.0,Die PARTEI,081,BE,68,2017.0
78.0,,Arend-Langenbach,Kerstin,1971.0,CDU,,RP,21,2017.0
79.0,,Arens,Marianne,1952.0,SGP,182,,,2017.0
80.0,,Arenz,Udo Peter,1964.0,ÖDP,,HE,2,2017.0
81.0,,Aretz,Henning,1956.0,CDU,,NW,59,2017.0
82.0,,Arifi,Krenar,1964.0,V-Partei³,,BY,32,2017.0
83.0,,Armbrüster,Ralf,1970.0,FDP,,SL,10,2017.0
84.0,,Arndt,Hans,1957.0,FREIE WÄHLER,207,RP,9,2017.0
85.0,,Arndt,Klaus Joachim,1966.0,ÖDP,,NI,3,2017.0
86.0,,Arndt,Helena,1982.0,Die PARTEI,,NI,2,2017.0
87.0,,Arndt,Alfred Jakob,1949.0,DKP,,HE,15,2017.0
88.0,,Arndt-Brauer,Ingrid,1961.0,SPD,124,NW,14,2017.0
89.0,,Arnecke,Dagmar,1951.0,MLPD,086,,,2017.0
90.0,,Arnold,Alexander,1991.0,FDP,238,BY,46,2017.0
91.0,,Arnold,Bendrick,1946.0,MLPD,247,BY,17,2017.0
92.0,,Arpaschi,Alexander,1970.0,AfD,272,,,2017.0
93.0,,Aschenbach,Maximilian Bernd,1985.0,Die PARTEI,,SN,6,2017.0
94.0,,Aschenberg-Dugnus,Christine,1959.0,FDP,004,SH,3,2017.0
95.0,Dr.,Aschenbrenner,Doris,1985.0,SPD,238,BY,28,2017.0
96.0,,Aschenbrenner,Arnold,1951.0,MLPD,216,,,2017.0
97.0,,Assenmacher,Adrian,1989.0,FDP,203,RP,14,2017.0
98.0,,Aßmann,Mario,1964.0,AfD,,SN,17,2017.0
99.0,,Ates,Özden,1970.0,DIE LINKE,115,NW,21,2017.0
100.0,,Ates,Zeki,1962.0,EB: Ates,282,,,2017.0
101.0,,Auerbach,Kerstin,1969.0,DIE LINKE,067,,,2017.0
102.0,,Auerbach,Martin,1976.0,DIE LINKE,261,,,2017.0
103.0,,Auernhammer,Artur,1963.0,CSU,241,BY,38,2017.0
104.0,,Augspurger,Helmut,1956.0,Die PARTEI,,BW,21,2017.0
105.0,,Augustin,Dennis,1970.0,AfD,012,MV,4,2017.0
106.0,,Aulenbacher,Susanne,1958.0,MLPD,,SL,2,2017.0
107.0,,Aulila,Marcel,1991.0,FDP,285,BW,17,2017.0
108.0,,Aumeier,Frank,1975.0,FREIE WÄHLER,234,BY,11,2017.0
109.0,,Aumer,Peter,1976.0,CSU,233,,,2017.0
110.0,,Auricht,Jeannette,1970.0,AfD,085,,,2017.0
111.0,,Außendorf,Maik,1971.0,GRÜNE,100,NW,24,2017.0
112.0,,Aust,Robert Paul,1962.0,AfD,,BY,28,2017.0
113.0,,Austria-Zink,Hans Günter,1945.0,Volksabstimmung,,NW,7,2017.0
114.0,,Avenarius,Christian Richard,1959.0,SPD,159,SN,11,2017.0
115.0,,Aydin,Tufan,1988.0,MLPD,113,,,2017.0
116.0,,Aykal,Urban,1974.0,GRÜNE,079,,,2017.0
117.0,,Azbak,Sahin,1968.0,MENSCHLICHE WELT,081,BE,1,2017.0
118.0,,Babenhauserheide,Maik,1975.0,GRÜNE,133,,,2017.0
119.0,,Babic,Safet,1981.0,NPD,203,,,2017.0
120.0,,Babnik,Jan-Peter,1968.0,EB: Babnik,199,,,2017.0
121.0,,Bach,Bela,1990.0,SPD,221,BY,20,2017.0
122.0,,Bach,Sebastian Freimund,1982.0,DIE LINKE,,TH,12,2017.0
123.0,,Bacherle,Tobias,1994.0,GRÜNE,260,BW,18,2017.0
124.0,,Bachmann,Iris Margot,1947.0,GRÜNE,,HE,17,2017.0
125.0,,Bäckel,Markus,1970.0,FREIE WÄHLER,,HE,29,2017.0
126.0,,Bader,Jürgen Albert Richard,1960.0,MLPD,023,HH,7,2017.0
127.0,,Bader,Werner,1942.0,FREIE WÄHLER,096,,,2017.0
128.0,,Badra,Susanne Mervat,1991.0,GRÜNE,110,,,2017.0
129.0,,Badran,Bastian,1979.0,Die PARTEI,077,,,2017.0
130.0,,Badum,Lisa Hildegard,1983.0,GRÜNE,236,BY,11,2017.0
131.0,,Baehrens,Heike,1955.0,SPD,263,BW,13,2017.0
132.0,,Baerbock,Annalena,1980.0,GRÜNE,061,BB,1,2017.0
133.0,,Bahl,Sascha,1976.0,DIE LINKE,188,,,2017.0
134.0,,Bahr,Ulrike,1964.0,SPD,252,BY,4,2017.0
135.0,,Bähr-Losse,Bettina,1967.0,SPD,098,NW,42,2017.0
136.0,,Baier,Robert,1968.0,FREIE WÄHLER,152,,,2017.0
137.0,,Bakker,Notker Heinrich Dieter,1965.0,Die Humanisten,,NW,6,2017.0
138.0,,Balci,Fatma,1983.0,AD-DEMOKRATEN,,NW,9,2017.0
139.0,,Baldes,Franziska,1969.0,MLPD,,HH,6,2017.0
140.0,,Balg,Torsten,1971.0,ÖDP,,RP,17,2017.0
141.0,,Balke,Ralf Peter,1963.0,Die PARTEI,055,HB,5,2017.0
142.0,,Balleis,Martin,1959.0,BP,,BY,10,2017.0
143.0,,Ballerstädt,Kay-Olaf,1980.0,FREIE WÄHLER,277,BW,11,2017.0
144.0,,Ballin,August Wilhelm,1951.0,DKP,,BY,4,2017.0
145.0,,Ballschuh,Tim,1990.0,AfD,,ST,13,2017.0
146.0,,Balzer,Manfred,1962.0,Die PARTEI,,NI,13,2017.0
147.0,,Banaszak,Felix,1989.0,GRÜNE,116,,,2017.0
148.0,,Bandt,Sebastian,1985.0,Die PARTEI,,NW,27,2017.0
149.0,Dr.,Bank,Sabine Barbara,1954.0,FREIE WÄHLER,,MV,4,2017.0
150.0,Dr.,von der Bank,Ralf Sebastian,1964.0,FREIE WÄHLER,062,,,2017.0
151.0,,Bänsch,Knut,1961.0,PIRATEN,,HE,19,2017.0
152.0,,Bär,Karl,1985.0,GRÜNE,223,BY,12,2017.0
153.0,,Bär,Dorothee,1978.0,CSU,248,BY,3,2017.0
154.0,,Baradari,Nezahat,1965.0,SPD,149,NW,18,2017.0
155.0,,Baranski,Robin,1977.0,SPD,,NW,79,2017.0
156.0,,Barbig,Paul Emil,1995.0,SPD,,RP,21,2017.0
157.0,,Bareiß,Thomas,1975.0,CDU,295,,,2017.0
158.0,,Barimis,Michel,1987.0,MLPD,,BY,8,2017.0
159.0,Dr.,Barley,Katarina,1968.0,SPD,203,RP,3,2017.0
160.0,,Barnett,Doris,1953.0,SPD,207,RP,5,2017.0
161.0,,Baron,Daniel,1983.0,FREIE WÄHLER,171,HE,18,2017.0
162.0,,Baron,Eva,1983.0,CDU,,BW,55,2017.0
163.0,,Barrientos Krauss,Simone,1963.0,DIE LINKE,251,BY,5,2017.0
164.0,,Barski,Daniel,1982.0,EB: Barski,281,,,2017.0
165.0,,Bartels,Alrich Jann,1966.0,FREIE WÄHLER,024,NI,9,2017.0
166.0,,Bartelt,Christian,1976.0,FDP,016,MV,2,2017.0
167.0,,Barth,Kevin,1990.0,SPD,,NI,65,2017.0
168.0,,Barthle,Norbert,1952.0,CDU,269,,,2017.0
169.0,,Bartholomé,Anna,1949.0,MLPD,,RP,3,2017.0
170.0,Dr.,Bartke,Matthias,1959.0,SPD,019,HH,6,2017.0
171.0,,Bartol,Sören,1974.0,SPD,171,HE,5,2017.0
172.0,,Barton,Olaf,1973.0,EB: Barton,130,,,2017.0
173.0,Dr.,Bartsch,Dietmar Gerhard,1958.0,DIE LINKE,014,MV,1,2017.0
174.0,,Bartsch,Simon,1995.0,Die PARTEI,,BE,39,2017.0
175.0,,Barutta,Bernhard,1961.0,FREIE WÄHLER,274,,,2017.0
176.0,,Barz,Monika,1953.0,GRÜNE,,BW,37,2017.0
177.0,,Bas,Bärbel,1968.0,SPD,115,NW,32,2017.0
178.0,,Baßfeld,Gerd,1947.0,DIE LINKE,113,,,2017.0
179.0,,Bastian,Endrik,1964.0,SGP,152,BE,2,2017.0
180.0,,Bäther,Heiner,1969.0,DIE LINKE,110,NW,18,2017.0
181.0,,Bauch,David Karol,1986.0,V-Partei³,,SN,5,2017.0
182.0,,Bauer,Emil Karl Eckehard,1953.0,MLPD,252,BY,1,2017.0
183.0,,Bauer,Nicole,1987.0,FDP,228,BY,11,2017.0
184.0,,Bauer,Susanne Iris,1977.0,GRÜNE,237,BY,26,2017.0
185.0,,Bauer,Anna,1989.0,Die PARTEI,,BE,13,2017.0
186.0,,Bauer,Sven,1969.0,DiB,,SN,3,2017.0
187.0,,Bauer,Ursula,1957.0,BGE,,BW,1,2017.0
188.0,,Bauer,Robert,1985.0,CDU,,MV,10,2017.0
189.0,,Bauer,Oksana,1970.0,DIE EINHEIT,206,,,2017.0
190.0,,Bauer,Armin,1972.0,AfD,233,,,2017.0
191.0,,Baueregger,Konrad Hubert,1957.0,BP,225,,,2017.0
192.0,,Bauerle,Joachim,1956.0,MLPD,262,BW,14,2017.0
193.0,,Bäuerle,Peter,1951.0,MLPD,,BW,26,2017.0
194.0,,Baum,Anne-Kathrin Hannah,1981.0,DiB,,HH,5,2017.0
195.0,Dr.,Baum,Christina,1956.0,AfD,276,,,2017.0
196.0,Dr.,Baumann,Bernd,1958.0,AfD,019,HH,1,2017.0
197.0,,Baumann,Horst Michael-Thorsten,1969.0,FREIE WÄHLER,,NI,10,2017.0
198.0,,Baumann,Petra,1961.0,GRÜNE,,HE,21,2017.0
199.0,,Baumgarten,Heino,1959.0,SPD,,NI,37,2017.0
200.0,,Baumgartner,Roman,1982.0,CDU,,BW,19,2017.0
201.0,,Baums,Carsten,1968.0,PIRATEN,,HE,25,2017.0
202.0,,Baur,Dieter,1953.0,ÖDP,258,BW,7,2017.0
203.0,,Baur,Jens,1979.0,NPD,160,SN,1,2017.0
204.0,,Baur,Mathias Eduard Josef,1990.0,FDP,231,BY,28,2017.0
205.0,,Baur,Alexandra,1972.0,CDU,,BW,51,2017.0
206.0,,Bausch,Patrick,1996.0,DIE LINKE,286,,,2017.0
207.0,,Bause,Margarete,1959.0,GRÜNE,218,BY,9,2017.0
208.0,,Bauske,Thomas,1972.0,SPD,240,BY,38,2017.0
209.0,Dr.,Bayaz,Danyal,1983.0,GRÜNE,278,BW,12,2017.0
210.0,,Bayer,Oliver,1977.0,PIRATEN,,NW,10,2017.0
211.0,,Bayer,Bernhard,1963.0,DM,,BY,7,2017.0
212.0,,Bayerbach,Markus Artur Ernst,1963.0,AfD,252,,,2017.0
213.0,,Bayram,Canan,1966.0,GRÜNE,083,,,2017.0
214.0,Dr.,Bayrle,Josef Wolfgang,1946.0,BP,,BY,8,2017.0
215.0,,Bechtoldt,Oliver Roland Wilhelm,1968.0,Die PARTEI,,HE,17,2017.0
216.0,,von der Beck,Sabine,1963.0,GRÜNE,141,NW,36,2017.0
217.0,,Beck,Tobias,1987.0,FREIE WÄHLER,231,BY,19,2017.0
218.0,,Beck,Ursula,1954.0,DIE LINKE,,BW,15,2017.0
219.0,,Beck,Stefanie Annegret,1985.0,V-Partei³,,NI,5,2017.0
220.0,,Beck,Christel,1948.0,MLPD,263,,,2017.0
221.0,,Becker,Harald,1964.0,Tierschutzallianz,285,BW,2,2017.0
222.0,,Becker,Heiko,1983.0,SPD,148,NW,25,2017.0
223.0,,Becker,Tobias,1990.0,Die PARTEI,,BW,17,2017.0
224.0,,Becker,Karin,1966.0,V-Partei³,,NW,19,2017.0
225.0,,Becker,Vera,1985.0,DiB,,NW,6,2017.0
226.0,,Becker,Werner,1943.0,DKP,060,,,2017.0
227.0,,Beckmann,Bert,1958.0,MLPD,012,MV,7,2017.0
228.0,,Beckmann,Markus,1988.0,EB: Beckmann,083,,,2017.0
229.0,,Beckord,Heike,1963.0,SPD,,NI,64,2017.0
230.0,,Bedel,Christopher,1993.0,Die PARTEI,,HE,19,2017.0
231.0,,Bedrich,Marco,1993.0,SPD,,BB,16,2017.0
232.0,,Beeck,Jens,1969.0,FDP,031,NI,2,2017.0
233.0,,in der Beek,Olaf,1967.0,FDP,140,NW,19,2017.0
234.0,,Beer,Nicola Gertrud Ruth,1970.0,FDP,182,HE,1,2017.0
235.0,,Beer,Floris,1999.0,Die PARTEI,063,,,2017.0
236.0,,Beerhold,Julia,1965.0,DiB,,NW,4,2017.0
237.0,,Beermann,Maik,1981.0,CDU,040,NI,26,2017.0
238.0,,Beese,Fabian,1998.0,V-Partei³,,NI,12,2017.0
239.0,,Behnke,Boris,1970.0,PIRATEN,,HE,17,2017.0
240.0,,Behr,Karsten,1969.0,BGE,,MV,2,2017.0
241.0,,Behrend,Rainer,1967.0,DM,,BY,15,2017.0
242.0,,Behrendt,Volker,1967.0,ÖDP,023,HH,1,2017.0
243.0,,Behrendt,Michael,1972.0,PIRATEN,,HE,9,2017.0
244.0,,Behrendt,Diethelm Dietmar,1956.0,MLPD,,MV,8,2017.0
245.0,,Behrendt,Klaus,1954.0,Die PARTEI,,BE,72,2017.0
246.0,,Behrens,Rainer Heinrich Wilhelm,1950.0,DIE LINKE,021,HH,7,2017.0
247.0,,Behrens,Manfred,1956.0,CDU,067,ST,5,2017.0
248.0,,Behrens,Matthias,1972.0,NPD,,NI,2,2017.0
249.0,,Behrens,Beatrice Anette,1963.0,DiB,,HH,1,2017.0
250.0,,Behrens,Herbert Dietrich,1954.0,DIE LINKE,034,,,2017.0
251.0,,Behrje,Kyra,1985.0,DIE LINKE,,HB,3,2017.0
252.0,,Behrmann,Heiko Hans,1969.0,V-Partei³,,BY,23,2017.0
253.0,,Beier,Astrid,1974.0,FREIE WÄHLER,160,SN,3,2017.0
254.0,,Beier,Klaus,1966.0,NPD,,BB,2,2017.0
255.0,,Beier,Julian,1994.0,PIRATEN,,BW,16,2017.0
256.0,,Beier,Andreas,1971.0,UNABHÄNGIGE,255,,,2017.0
257.0,,Beinhorn,Karin,1964.0,DKP,,NI,6,2017.0
258.0,,Belka,Günter Manfred,1959.0,MLPD,,NW,9,2017.0
259.0,,Bellmann,Veronika,1960.0,CDU,161,SN,7,2017.0
260.0,,Beltz,Erika Hannelore,1944.0,DKP,,HE,2,2017.0
261.0,,Beltz,Michael Karl,1941.0,DKP,,HE,20,2017.0
262.0,,Benda,Friederike,1987.0,DIE LINKE,080,BE,11,2017.0
263.0,,Benda,Judith,1987.0,DIE LINKE,082,BE,7,2017.0
264.0,,Bender,Julien,1985.0,SPD,281,BW,24,2017.0
265.0,,Bender,Anna-Lena,1984.0,CDU,,HE,40,2017.0
266.0,,Bender,Martin,1977.0,FREIE WÄHLER,,SL,3,2017.0
267.0,Dr.,Benecke,Mark,1970.0,Die PARTEI,101,NW,1,2017.0
268.0,Dr.,Bengen,Jens Curt Frithjof,1970.0,DM,,HE,2,2017.0
269.0,,Benning,Sybille,1961.0,CDU,129,NW,28,2017.0
270.0,,Bent,Reiner,1974.0,Tierschutzpartei,,NW,3,2017.0
271.0,,Benz,Wilhelm,1953.0,DKP,,BW,9,2017.0
272.0,,Benze,Daniela,1981.0,Die PARTEI,,BE,62,2017.0
273.0,,Berberich,Patrick,1979.0,CDU,,RP,34,2017.0
274.0,,Berberich,Alexander Wanja,1989.0,Die PARTEI,,SN,18,2017.0
275.0,,Berbig,Miro,1964.0,DIE LINKE,008,,,2017.0
276.0,,Berchem,Manfred,1967.0,AfD,098,,,2017.0
277.0,,Berens,Jörg,1979.0,FDP,129,NW,39,2017.0
278.0,,vom Berg,Joachim,1974.0,FDP,118,NW,35,2017.0
279.0,,Berg,Ronald,1966.0,FREIE WÄHLER,,HE,20,2017.0
280.0,Dr.,Berg,Eva Gabriela,1960.0,FDP,,BY,48,2017.0
281.0,Dr.,Berg,Hans-Joachim,1948.0,AfD,,BE,6,2017.0
282.0,,Berger,Johannes,1954.0,FREIE WÄHLER,065,BB,9,2017.0
283.0,Dr.,Berger,Franz Herbert,1961.0,SPD,063,BB,14,2017.0
284.0,,Berger,Monika,1969.0,SPD,,RP,28,2017.0
285.0,,Berger-Kauffmann,Petra,1959.0,FREIE WÄHLER,,RP,11,2017.0
286.0,,Bergforth,Markus Heinz-Josef,1966.0,SPD,154,SN,14,2017.0
287.0,Dr.,Berghegger,André,1972.0,CDU,038,NI,22,2017.0
288.0,,Berghoff,Susanne,1956.0,Tierschutzpartei,,NI,4,2017.0
289.0,,Bergmann,Thomas,1966.0,ÖDP,294,BW,5,2017.0
290.0,,Bergmann-Hartl,Astrid,1969.0,FREIE WÄHLER,204,RP,4,2017.0
291.0,,Berlingen,Ralf Markus,1967.0,FDP,,RP,17,2017.0
292.0,,Bernau-Wagner,Peter,1979.0,B*,,BE,4,2017.0
293.0,Dr.,Berndt,Michael-Tillmann,1956.0,PIRATEN,024,NI,1,2017.0
294.0,,Bernhard,Marc,1972.0,AfD,271,BW,9,2017.0
295.0,,Bernhard,Bettina,1961.0,FREIE WÄHLER,,NW,7,2017.0
296.0,Prof. Dr.,Bernhardt,Winfried,1937.0,AfD,,NI,17,2017.0
297.0,,Bernshausen,Ina Nadine,1979.0,GRÜNE,,HE,11,2017.0
298.0,,Bernstein,Melanie,1976.0,CDU,006,SH,8,2017.0
299.0,,Bernstiel,Christoph,1984.0,CDU,072,ST,7,2017.0
300.0,Dr.,Bernzen,Christian Hinrich Gottfried,1962.0,SPD,,HH,10,2017.0
301.0,,Berrios Miranda,Mario Francisco,1971.0,DKP,061,BB,1,2017.0
302.0,,Bertram,Achim Oliver,1971.0,FDP,209,RP,40,2017.0
303.0,,Bertram,Ute,1961.0,CDU,048,NI,14,2017.0
304.0,,Best,Otfried Richard,1957.0,NPD,,SL,3,2017.0
305.0,,Best,Alexander Peter,1973.0,SPD,,HE,41,2017.0
306.0,,Bethke,Marieluise-Anelie,1956.0,CDU,,BW,45,2017.0
307.0,,Betticher,Achim Rainer,1958.0,Tierschutzpartei,,NW,4,2017.0
308.0,,Betz,Florian,1985.0,GRÜNE,,ST,7,2017.0
309.0,,Beutin,Lorenz Gösta,1978.0,DIE LINKE,006,SH,2,2017.0
310.0,,Beutin,Heidi Herma Elise,1945.0,DIE LINKE,010,,,2017.0
311.0,,Beyer,Peter,1970.0,CDU,105,NW,50,2017.0
312.0,Dr.,Beyer,Seda,1974.0,Gesundheitsforschung,,NW,2,2017.0
313.0,,Bezler,Thomas,1966.0,DM,,BW,12,2017.0
314.0,,Biadacz,Marc,1979.0,CDU,260,,,2017.0
315.0,,Marschall von Bieberstein,Matern,1962.0,CDU,281,,,2017.0
316.0,,Bieder,Bernd Michael,1960.0,DM,,BB,8,2017.0
317.0,,Biedermann,Daniel,1978.0,FREIE WÄHLER,,SH,4,2017.0
318.0,,Biedermann,Reinhard,1973.0,DM,,BY,13,2017.0
319.0,,Biedermann,Wilfried,1951.0,AfD,218,,,2017.0
320.0,,Bienek,Michael,1977.0,PDV,297,SL,1,2017.0
321.0,,Bienstein,Andreas,1968.0,FREIE WÄHLER,,NI,5,2017.0
322.0,,Biermann,Frank,1965.0,V-Partei³,,NW,23,2017.0
323.0,,Bierstedt,Hannah,1982.0,Die PARTEI,,SH,12,2017.0
324.0,,Biester,Harald,1963.0,ÖDP,,NI,6,2017.0
325.0,,Bigus,Joachim Fritz Anton,1958.0,DKP,039,NI,1,2017.0
326.0,,Bilger,Steffen,1979.0,CDU,265,BW,6,2017.0
327.0,,Bilgin,Sertac,1981.0,CDU,,RP,18,2017.0
328.0,,Binder,Angela Ramona,1978.0,ÖDP,,HE,1,2017.0
329.0,,Binder,Raimund,1964.0,ÖDP,251,,,2017.0
330.0,,Binder,Karin,1957.0,DIE LINKE,284,,,2017.0
331.0,,Binding,Lothar,1950.0,SPD,274,BW,4,2017.0
332.0,,Binek,Michael,1978.0,BGE,,TH,9,2017.0
333.0,,Biniek,Hartmut,1952.0,Die PARTEI,,BE,50,2017.0
334.0,,Binner,Karlheinz,1967.0,ÖDP,235,BY,5,2017.0
335.0,,Birkholz,Björn,1975.0,Die PARTEI,,BW,10,2017.0
336.0,,Birkle,Waldemar,1973.0,AfD,279,,,2017.0
337.0,,Birkner,Jan-Hendrik,1980.0,Die PARTEI,,BE,15,2017.0
338.0,,Birkner,Cornelia,1961.0,FREIE WÄHLER,,ST,12,2017.0
339.0,,Birkwald,Matthias W.,1961.0,DIE LINKE,094,NW,2,2017.0
340.0,,Birlinger,Sebastian,1984.0,Die PARTEI,,BY,4,2017.0
341.0,,Bisanz,Burkhard,1958.0,SPD,,NI,59,2017.0
342.0,,Bischoff,Frank-Ronald,1948.0,AfD,068,ST,7,2017.0
343.0,,Bist,Andreas,1978.0,FDP,111,NW,46,2017.0
344.0,,Bittel,Günther,1953.0,MLPD,115,NW,23,2017.0
345.0,,Bittmann,Oliver,1963.0,GRÜNE,166,,,2017.0
346.0,,Bitzka,Jens,1971.0,GRÜNE,156,,,2017.0
347.0,,Blandin,Jérôme,1995.0,V-Partei³,,BE,3,2017.0
348.0,,Bläsing,Robert,1982.0,FDP,021,HH,3,2017.0
349.0,,Blattner,Cornelia,1964.0,CDU,,SN,16,2017.0
350.0,,Blaum,Henrike,1989.0,SPD,,HE,30,2017.0
351.0,,Bleck,Andreas,1988.0,AfD,197,RP,3,2017.0
352.0,,Bleidistel,Heike,1941.0,Die Grauen,,BE,8,2017.0
353.0,,Blenk,Karl-Heinz,1963.0,BGE,,BY,3,2017.0
354.0,,Bleser,Peter,1952.0,CDU,200,RP,2,2017.0
355.0,,Blickensdorf,Lothar (Lo Graf von Blickensdorf),1951.0,Die PARTEI,080,,,2017.0
356.0,,Blienert,Burkhard,1966.0,SPD,137,NW,27,2017.0
357.0,,Bloch,Andreas,1960.0,DM,,BE,2,2017.0
358.0,,Bloch,Wolfgang,1971.0,DM,,BW,3,2017.0
359.0,,Blödner,Christoph Karl,1982.0,FDP,160,SN,11,2017.0
360.0,,Blödner,Bettina,1958.0,DM,,TH,4,2017.0
